id,Title,Content
8664,"Christmas Tree Recycling","<strong>Recycle your Christmas Tree!</strong>

Proceeds support Thunderbird Elementary, a school with a high percentage of vulnerable students. Garden lessons, provided by <a href=""https://www.spec.bc.ca/"" target=""_blank"" rel=""noopener noreferrer"">SPEC</a> (Society Promoting Environmental Conservation), give students the opportunity to explore, observe and connect to their natural world through engaging hands-on activities in their school garden.
<ol>
 	<li> Please remove all decorations and tinsel.</li>
 	<li> A suggested minimum donation of $5 is appreciated.</li>
 	<li> Drop off your tree at UBC Botanical Garden. Follow the signs and place your tree behind the orange posts. They will be chipped into mulch and used on garden trails.</li>
 	<li>No yard trimmings – invasive plants from other areas can harm the Garden.</li>
</ol>
Listen to UBC Botanical Garden’s Patrick Lewis speak about the Tree Recycling Program a few years ago at the 43:35 mark of the CBC podcast, <a href=""http://podcast.cbc.ca/mp3/podcasts/bcalmanac_20161228_86123.mp3"">BC Almanac</a>.

Tree chipping is generously supported by <a href=""http://www.woodpro.ca/"" target=""_blank"" rel=""noopener noreferrer"">Wood Pro Tree Services</a>."
8707,"COURTSIDE 2020 - UBC Basketball Festival","<h3 style=""text-align: center"">Get Your Tickets to COURTSIDE 2020 - UBC Thunderbirds' Biggest Basketball Game of the Year!</h3>
Whether you’ve always been a basketball fan or you’ve recently fallen in love with the game watching the Raptors clinch their first NBA championship in June 2019, we have the perfect UBC event for you: the annual COURTSIDE Basketball festival happening on Friday February 7, and tickets are just $10 for UNA residents.

Help us fill War Memorial Gym with cheering fans, to give our teams the home court advantage and show our opponents – the Winnipeg Wesmen – how much school pride we have in our Thunderbird Basketball teams!

Come early for the best seats and our pre-game festival on the War Memorial Gym concourse and enjoy lots of extra fun and goodies throughout the evening:
<ul>
 	<li>Contesting and prizes (e.g. free pizza giveaways, concert tickets contest, etc)</li>
 	<li>Live half time shows (they were so popular that the frisbee dogs will be back again this year!)</li>
 	<li>Entertainment during breaks in play</li>
 	<li>Basketball skills games</li>
 	<li>Photo ops with our T-Bird Mascot ‘Thunder’</li>
 	<li>Face painting &amp; poster making stations</li>
 	<li>Live DJs</li>
 	<li>Food &amp; drinks</li>
</ul>
<strong>** </strong>Be sure to follow us on Twitter/Facebook/Instagram<strong> @ubctbirds </strong>for your chance to win a true VIP Courtside experience.<strong>**</strong>

<article></article>&nbsp;

<strong>GAME DETAILS</strong>

<strong>When:</strong> Friday February 7 (Women's tip-off at 6PM | Men's tip-off at 8PM; doors open at 5PM)

<strong>Where:</strong> War Memorial Gym

<strong>Vs:</strong> University of Winnipeg Wesmen

<strong>Get Tickets:</strong> <a href=""https://www1.ticketmaster.ca/ubc-thunderbirds-basketball-v-winnipeg-wesmen/event/11005704A8F21870"">gothunderbirds.ca/courtside</a>

&nbsp;

<strong>Ticket Prices:</strong>

$15 Adults
$10 Youth <em>(ages 6 – 17)</em>
$10 Concessions <em>(Senior (65+), </em><em>UNA residents,</em><em>U</em><em>BC staff/faculty, UBC alumni,  visiting student)</em>

$10 UBC Students
$40 Family Rate (2 adults, 2 youth: buy 4 concession tickets)
Free for kids 5 and under"
8753,"Electoral Area A - Engagement Session","<div><strong>Topic: </strong>Acting Local: What is our Region Doing in the Areas of Climate Action and environmental Protection?</div>
<div>Trying to figure out the best ways to mitigate and adapt to the effects of climate change and environmental degradation can feel overwhelming.  Join our elected regional representative, Jen McCutcheon, for an informative session on ways in which our region, Metro Vancouver, is addressing these critical issues, and bring your questions and suggestions to help guide future decision making.</div>
<div></div>
<div>This session is the first in a series of engagement sessions offered to the community by Jen McCutcheon. Jen serves as the Electoral Area A Director on the Metro Vancouver Board of Directors and the Mayors' Council for Regional Transportation, representing residents of UBC/UNA/UEL (and other rural areas of the region).  She is offering these quarterly sessions as a way to bring more information about regional issues to area residents and to hear their questions and concerns. Topics being planned for future sessions include: the proposed Skytrain extension to UBC, and emergency planning for the UBC/UEL peninsula.</div>"
8799,test,paragraph
8804,"Reach and Run (ROAR) 2020","Annual event to raise awareness of mental health and reduce the stigma surrounding mental health conditions.  The event is also a fundraiser for Mood Disorders Society of Canada and the Mental Health Awareness Club

Setup will occur at 7am with takedown immediately following the event to approximately 8pm.

Anticipated 200 participants

Start/finish at University Commons

University Boulevard and West side of Main Mall will remain accessible for pedestrians, cyclists and emergency vehicles.

Participants will be using both the north side and west side of Univeristy Boulevard from East Mall to West Mall. Cones will be placed to separate from general pedestrians.

Access to buildings to be maintained through gaps in runners

A sound system will be used at levels heard only in the immediate area.  Event noise will not disrupt classes or university operations

Participants will follow rules of the road.  There are no road closure.

Event Marshalls will be situated at Main Mall &amp; Agronomy Road and at Main Mall &amp; Thunderbird Boulevard to ensure safe crossing

Hawthorne Place to be a ""no spectator"" area

More information about the event can be found here: <a href=""http://www.reachoutandrunubc.ca/"" target=""_blank"" rel=""noopener noreferrer"">http://www.reachoutandrunubc.ca</a>

<img class=""alignnone size-large wp-image-8805"" src=""https://www.myuna.ca/wp-content/uploads/2020/01/Course-Map-ROAR-1024x726.jpg"" alt="""" width=""1024"" height=""726"" />"
8814,"UBC Development Permit Board Meeting - The Conservatory (DP19036)","Join us for a meeting of the UBC Development Permit Board to review a proposed development - The Conservatory - at the corner of Binning Road and Berton Avenue in Wesbrook Place. The meeting will begin at 5:00 PM in the Social Room of the Wesbrook Community Centre."
8822,"Public Open House","Join us for a public open house for the Brock Commons Phase 2 and Pacific/Gage Residence Public Realm projects. The open house will be from 11:00 AM - 1:30 PM in the concourse of the UBC Life Building."
8840,"UBC Rugby 7's Tournament 2020","<strong>UBC is excited to be hosting the 2020 Canada West Rugby 7's Series Tournament!</strong>

Come out and cheer on your defending Canada West Champion UBC Thunderbirds as they host the 2020 Canada West Rugby 7's Series Tournament against the top University Rugby talent from Western Canada. All games in the tournament are to be played at UBC, and entry is at no charge so swing by on Day 1 or 2 and catch some exciting rugby action at no cost!

<strong>LOCATION: </strong>

Day 1 (Saturday, Feb 1):
Gerald McGavin UBC Rugby Centre
2765 Wesbrook Mall, Vancouver, BC V6T 2A1

Day 2 (Sunday, Feb 2):
Thunderbird Stadium
6288 Stadium Rd, Vancouver, BC V6T 1Z3

<strong>SCHEDULE:</strong>

https://gothunderbirds.ca/sports/2020/1/26/ubc-rugby-7s-tournament-february-1-2-2020.aspx

&nbsp;"
8885,"Public Consultation: Wesbrook Place Neighbourhood Plan – Minor Amendments","Join Campus and Community Planning to provide input on proposed minor amendments to the Wesbrook Place Neighbourhood Plan.

UBC is exploring these amendments to allow for the delivery of up to 500 more units of faculty-staff housing units, without adding density.

Provide your input online or in person - February 10-24. Online survey will be available from February 10-24.

Learn more: <span lang=""EN-US""><a href=""https://planning.ubc.ca/wesbrookplace"">planning.ubc.ca/wesbrookplace</a></span>"
8888,"2019/20 John Howes Lecture in Japanese Studies: What Aborigines Sang: Aynu, Yukar and Some Problems in Japan Studies","<h3><img class=""size-large wp-image-44762 aligncenter"" src=""https://asian-studies.sites.olt.ubc.ca/files/2019/09/Howes-Lecture-Image-2019-1024x743.jpg"" alt="""" width=""620"" height=""450"" /></h3>
<h3 style=""text-align: center"">What Aborigines Sang: Aynu, Yukar and Some Problems in Japanese Studies</h3>
<p style=""text-align: center""><strong>2019/20 John Howes Lecture in Japanese Studies</strong>
<strong>With Guest Speaker Professor James E. Ketelaar
(Professor in the Departments of History and East Asian Languages &amp; Civilizations, and Divinity School, University of Chicago)</strong></p>
<span style=""color: #000000""><b><u>Monday, February 10, </u></b></span><b style=""color: #000000""><u>2020
</u></b>6:30pm Lecture
7:30pm Reception with light refreshments
Asian Centre Auditorium, 1871 West Mall, Vancouver<b style=""color: #000000""><strong style=""color: #333333"">
</strong></b>

<em>Free &amp; open to the public</em>. <em>Registration is essential at: https://asia.ubc.ca/events/event/2019-20-john-howes/ by <strong>Wednesday, February 5th</strong></em>

<strong>Lecture abstract:</strong>

Professor Ketelaar will draw on his most recent research into the concepts of the barbarian and the frontier in the construction of Japanese national identity and history; coupled with this he will examine something of the roles and meanings of emotion in the construction of the historical imagination in Japan. All of which will be used in a critical approach to the area known as Japan Studies.

<strong>About the John Howes Lecture in Japanese Studies: </strong>

John Howes was a founding member of UBC’s Department of Asian Studies, which he joined in 1961 after earning his doctorate from Columbia University. During his 30 years of active teaching and research, Professor Howes was at the forefront of Canada-Japan cultural, educational and people-to-people relations and inspired countless young Canadians to dedicate their careers and lives to the Canada-Japan relationship in one way or another. In 2012, a number of UBC faculty, staff, and Professor Howes’ devoted former students came together to launch an endowment in his honour. The fund supports the <a href=""https://asia.ubc.ca/the-inaugural-john-howes-lecture-in-japanese-studies/"">John Howes Lecture in Japanese Studies</a>, an annual public lecture for prominent scholars from around the world to speak to the university community and alumni on topics in Japanese Studies with a focus on Humanities. Dr. Howes passed away peacefully on February 4th, 2017, at the age of 92.
<div id=""JHRegistration2018""></div>"
